Genome ID,Resistant Phenotype,Genome Status,Genome Quality,MLST,BioProject Accession,Isolation Country,Geographic Location,Collection Year,gyrA_BUGGY,gyrA_STRICT,gyrA_fq_mut,parC_fq_mut,qnrA,qnrB,qnrS,oqxA,oqxB,aac6_Ib_cr
562.96951,Susceptible,WGS,Good,MLST.ecoli_achtman_4.3877,,United Kingdom,,,1,0,0,0,0,0,0,0,0,0
562.98579,Susceptible,WGS,Good,MLST.ecoli_achtman_4.10262,,Norway,,2008.0,1,0,0,0,0,0,0,0,0,0
562.97794,Susceptible,WGS,Good,MLST.ecoli_achtman_4.398,,Norway,,2002.0,1,0,0,0,0,0,0,0,0,0
562.97045,Susceptible,WGS,Good,MLST.ecoli_achtman_4.164,,United Kingdom,,,1,0,0,0,0,0,0,0,0,0
562.98253,Susceptible,WGS,Good,MLST.ecoli_achtman_4.59,,Norway,,2006.0,1,0,0,0,0,0,0,0,0,0
562.97163,Susceptible,WGS,Good,MLST.ecoli_achtman_4.58,,United Kingdom,,,1,0,0,0,0,0,0,0,0,0
562.96474,Susceptible,WGS,Good,MLST.ecoli_achtman_4.69,,United Kingdom,,,1,0,0,0,0,0,0,0,0,0
562.42832,Resistant,WGS,Good,MLST.ecoli_achtman_4.131,PRJNA288601,USA,United States,2014.0,1,1,1,1,0,0,0,0,0,0
562.97845,Susceptible,WGS,Good,MLST.ecoli_achtman_4.95,,Norway,,2002.0,1,0,0,0,0,0,0,0,0,0
562.98692,Susceptible,WGS,Good,MLST.ecoli_achtman_4.69,,Norway,,2009.0,1,0,0,0,0,0,0,0,0,0
562.57249,Resistant,WGS,Good,MLST.Escherichia_coli_2.2,,,,2008.0,1,1,1,1,0,0,0,0,0,0
562.99263,Susceptible,WGS,Good,MLST.ecoli_achtman_4.73,,Norway,,2012.0,1,1,1,0,0,0,0,0,0,0
562.96889,Susceptible,WGS,Good,MLST.ecoli_achtman_4.3877,,United Kingdom,,,1,0,0,0,0,0,0,0,0,0
562.145426,Susceptible,WGS,Good,MLST.ecoli_achtman_4.38,PRJNA273513,Canada,British Columbia,2006.0,1,0,0,0,0,0,0,0,0,0
562.22531,Resistant,WGS,Good,MLST.ecoli_achtman_4.1431,PRJEB4681,United Kingdom,,2008.0,1,1,1,1,0,0,0,0,0,0
562.42827,Resistant,WGS,Good,MLST.ecoli_achtman_4.131,PRJNA288601,USA,United States,2014.0,1,1,1,1,0,0,0,0,0,0
562.98436,Susceptible,WGS,Good,MLST.ecoli_achtman_4.1057,,Norway,,2007.0,1,0,0,0,0,0,0,0,0,0
562.100115,Susceptible,WGS,Good,MLST.ecoli_achtman_4.10286,,Norway,,2015.0,1,0,0,0,0,0,0,0,0,0
562.22748,Susceptible,WGS,Good,MLST.ecoli_achtman_4.127,PRJEB4681,United Kingdom,,2012.0,0,0,0,0,0,0,0,0,0,0
562.100937,Susceptible,WGS,Good,MLST.ecoli_achtman_4.69,,Norway,,2017.0,1,1,1,1,0,0,0,0,0,0
562.57318,Susceptible,WGS,Good,MLST.ecoli_achtman_4.6237,,,,2017.0,1,0,0,0,0,0,0,0,0,0
562.100902,Susceptible,WGS,Good,MLST.ecoli_achtman_4.393,,Norway,,2017.0,1,0,0,1,0,0,0,0,0,0
562.97840,Susceptible,WGS,Good,MLST.ecoli_achtman_4.14,,Norway,,2002.0,1,0,0,0,0,0,0,0,0,0
562.42806,Resistant,WGS,Good,MLST.ecoli_achtman_4.131,PRJNA278886,USA,USA:Boston,2014.0,1,1,1,1,0,0,0,0,0,1
562.100894,Susceptible,WGS,Good,MLST.ecoli_achtman_4.1159,,Norway,,2017.0,1,0,0,0,0,0,0,0,0,0
562.98078,Susceptible,WGS,Good,MLST.ecoli_achtman_4.12,,Norway,,2005.0,1,0,0,0,0,0,0,0,0,0
562.96919,Susceptible,WGS,Good,MLST.ecoli_achtman_4.7092,,United Kingdom,,,1,0,0,0,0,0,0,0,0,0
562.98310,Susceptible,WGS,Good,MLST.ecoli_achtman_4.69,,Norway,,2006.0,1,0,0,0,0,0,0,0,0,0
562.145047,Susceptible,WGS,Good,MLST.ecoli_achtman_4.677,PRJEB54735,Portugal,,2021.0,1,0,0,0,0,0,0,0,0,0
562.97157,Susceptible,WGS,Good,MLST.ecoli_achtman_4.69,,United Kingdom,,,1,0,0,0,0,0,0,0,0,0
562.98414,Susceptible,WGS,Good,MLST.ecoli_achtman_4.95,,Norway,,2007.0,1,0,0,0,0,0,0,0,0,0
562.57182,Susceptible,WGS,Good,MLST.ecoli_achtman_4.973,,,,1999.0,1,0,0,0,0,0,0,0,0,0
562.97065,Resistant,WGS,Good,MLST.ecoli_achtman_4.1196,,United Kingdom,,,1,1,1,1,0,0,0,0,0,0
562.42730,Susceptible,WGS,Good,MLST.ecoli_achtman_4.636,PRJNA278886,USA,USA:Boston,2016.0,1,1,1,0,0,0,0,0,0,0
562.100521,Susceptible,WGS,Good,MLST.ecoli_achtman_4.58,,Norway,,2016.0,1,0,0,0,0,0,0,0,0,0
562.96771,Susceptible,WGS,Good,MLST.ecoli_achtman_4.156,,United Kingdom,,,1,0,0,0,0,0,0,0,0,0
562.98157,Susceptible,WGS,Good,MLST.ecoli_achtman_4.73,,Norway,,2005.0,1,0,0,0,0,0,0,0,0,0
562.99078,Susceptible,WGS,Good,MLST.ecoli_achtman_4.847,,Norway,,2011.0,1,0,0,0,0,0,0,0,0,0
562.96985,Resistant,WGS,Good,MLST.ecoli_achtman_4.354,,United Kingdom,,,1,1,1,1,0,0,0,0,0,0
562.100160,Susceptible,WGS,Good,MLST.ecoli_achtman_4.58,,Norway,,2015.0,1,0,0,0,0,0,1,0,0,0
562.97491,Susceptible,WGS,Good,MLST.ecoli_achtman_4.4959,,United Kingdom,,,1,0,0,0,0,0,0,0,0,0
562.99092,Susceptible,WGS,Good,MLST.ecoli_achtman_4.421,,Norway,,2011.0,1,0,0,0,0,0,0,0,0,0
562.135585,Resistant,WGS,Good,MLST.ecoli_achtman_4.405,,India,Chattisgarh (Jan Swasthya Sahyog),2019.0,1,1,1,1,0,0,0,0,0,0
562.58629,Resistant,WGS,Good,MLST.Escherichia_coli_2.44,,Pakistan,,,1,1,1,1,0,0,0,0,0,0
562.99722,Susceptible,WGS,Good,MLST.ecoli_achtman_4.80,,Norway,,2013.0,1,0,0,0,0,0,0,0,0,0
562.100085,Susceptible,WGS,Good,MLST.ecoli_achtman_4.131,,Norway,,2015.0,1,0,0,0,0,0,0,0,0,0
562.100420,Resistant,WGS,Good,MLST.ecoli_achtman_4.131,,Norway,,2016.0,1,1,1,1,0,0,0,0,0,0
562.97268,Resistant,WGS,Good,MLST.ecoli_achtman_4.443,,United Kingdom,,,1,1,1,1,0,0,0,0,0,0
562.99707,Resistant,WGS,Good,MLST.ecoli_achtman_4.648,,Norway,,2013.0,1,1,1,1,0,0,0,0,0,0
562.100393,Susceptible,WGS,Good,MLST.ecoli_achtman_4.69,,Norway,,2016.0,1,0,0,0,0,0,0,0,0,0
562.45673,Resistant,WGS,Good,MLST.ecoli_achtman_4.155,PRJNA522294,Pakistan,Pakistan:Sindh,2016.0,1,1,1,1,0,0,0,0,0,0
562.98284,Susceptible,WGS,Good,MLST.ecoli_achtman_4.73,,Norway,,2006.0,1,0,0,0,0,0,0,0,0,0
562.97831,Susceptible,WGS,Good,MLST.ecoli_achtman_4.127,,Norway,,2002.0,1,0,0,0,0,0,0,0,0,0
562.100066,Susceptible,WGS,Good,MLST.ecoli_achtman_4.12,,Norway,,2015.0,1,0,0,0,0,0,0,0,0,0
562.96721,Susceptible,WGS,Good,MLST.ecoli_achtman_4.69,,United Kingdom,,,1,0,0,0,0,0,0,0,0,0
562.100931,Susceptible,WGS,Good,MLST.ecoli_achtman_4.73,,Norway,,2017.0,1,0,0,0,0,0,0,0,0,0
562.100046,Susceptible,WGS,Good,MLST.ecoli_achtman_4.67,,Norway,,2015.0,1,0,0,0,0,0,0,0,0,0
562.96511,Resistant,WGS,Good,MLST.ecoli_achtman_4.131,,United Kingdom,,,1,1,1,1,0,0,0,0,0,0
562.22582,Resistant,WGS,Good,MLST.ecoli_achtman_4.5387,PRJEB4681,United Kingdom,,2009.0,1,1,1,1,0,0,0,0,0,0
562.98296,Susceptible,WGS,Good,MLST.ecoli_achtman_4.95,,Norway,,2006.0,1,0,0,0,0,0,0,0,0,0
562.99160,Susceptible,WGS,Good,MLST.ecoli_achtman_4.968,,Norway,,2011.0,1,0,0,0,0,0,0,0,0,0
562.98674,Resistant,WGS,Good,MLST.ecoli_achtman_4.224,,Norway,,2009.0,1,1,1,1,0,0,0,0,0,0
562.99383,Resistant,WGS,Good,MLST.ecoli_achtman_4.131,,Norway,,2012.0,1,1,1,1,0,0,0,0,0,1
562.96452,Susceptible,WGS,Good,MLST.ecoli_achtman_4.3202,,United Kingdom,,,1,0,0,0,0,0,0,0,0,0
562.57384,Resistant,WGS,Good,MLST.ecoli_achtman_4.354,,Thailand,,2015.0,1,1,1,1,0,0,0,0,0,0
562.96499,Susceptible,WGS,Good,MLST.ecoli_achtman_4.10,,United Kingdom,,,1,0,0,0,0,0,0,0,0,0
562.96966,Susceptible,WGS,Good,MLST.ecoli_achtman_4.10,,United Kingdom,,,1,1,1,0,0,0,0,0,0,0
562.98421,Susceptible,WGS,Good,MLST.ecoli_achtman_4.1057,,Norway,,2007.0,1,0,0,0,0,0,0,0,0,0
562.100196,Susceptible,WGS,Good,MLST.ecoli_achtman_4.59,,Norway,,2015.0,1,0,0,0,0,0,0,0,0,0
562.97029,Susceptible,WGS,Good,MLST.ecoli_achtman_4.58,,United Kingdom,,,1,0,0,0,0,0,1,0,0,0
562.140852,Resistant,WGS,Good,MLST.ecoli_achtman_4.131,PRJNA530794,USA,"St. Louis, Missouri",2017.0,1,1,1,1,0,0,0,0,0,0
562.58754,Susceptible,WGS,Good,MLST.ecoli_achtman_4.7842,,Norway,Oslo,2006.0,1,0,0,0,0,0,0,0,0,0
562.97340,Resistant,WGS,Good,MLST.ecoli_achtman_4.69,,United Kingdom,,,1,1,1,1,0,0,0,0,0,0
562.99356,Susceptible,WGS,Good,MLST.ecoli_achtman_4.59,,Norway,,2012.0,1,0,0,0,0,0,0,0,0,0
562.97506,Resistant,WGS,Good,MLST.ecoli_achtman_4.1193,,United Kingdom,,,1,1,1,1,0,0,0,0,0,0
562.100808,Susceptible,WGS,Good,MLST.ecoli_achtman_4.73,,Norway,,2017.0,1,0,0,0,0,0,0,0,0,0
562.100267,Susceptible,WGS,Good,MLST.ecoli_achtman_4.141,,Norway,,2015.0,1,0,0,0,0,0,0,0,0,0
562.97836,Susceptible,WGS,Good,MLST.ecoli_achtman_4.106,,Norway,,2002.0,1,0,0,1,0,0,0,0,0,0
562.99900,Susceptible,WGS,Good,MLST.ecoli_achtman_4.73,,Norway,,2014.0,1,0,0,0,0,0,0,0,0,0
562.97476,Susceptible,WGS,Good,MLST.ecoli_achtman_4.127,,United Kingdom,,,1,0,0,0,0,0,0,0,0,0
562.100579,Susceptible,WGS,Good,MLST.ecoli_achtman_4.95,,Norway,,2016.0,1,0,0,0,0,0,0,0,0,0
562.58630,Resistant,WGS,Good,MLST.ecoli_achtman_4.617,,Pakistan,,,1,1,1,1,0,0,0,0,0,1
562.22677,Resistant,WGS,Good,MLST.ecoli_achtman_4.361,PRJEB4681,United Kingdom,,2011.0,1,1,1,1,0,0,0,0,0,1
562.98978,Susceptible,WGS,Good,MLST.ecoli_achtman_4.95,,Norway,,2010.0,1,0,0,0,0,0,0,0,0,0
562.58729,Resistant,WGS,Good,MLST.ecoli_achtman_4.155,,Italy,,2014.0,1,1,1,1,0,0,0,0,0,0
562.42672,Resistant,WGS,Good,MLST.ecoli_achtman_4.131,PRJNA278886,USA,USA:Boston,2016.0,1,1,1,1,0,0,0,0,0,1
562.96976,Resistant,WGS,Good,MLST.ecoli_achtman_4.131,,United Kingdom,,,1,1,1,1,0,0,0,0,0,0
562.22662,Susceptible,WGS,Good,MLST.ecoli_achtman_4.69,PRJEB4681,United Kingdom,,2010.0,0,0,0,0,0,0,0,0,0,0
562.22770,Resistant,WGS,Good,MLST.ecoli_achtman_4.448,PRJEB4681,United Kingdom,,2012.0,1,1,1,1,0,0,0,0,0,0
562.135560,Resistant,WGS,Good,MLST.ecoli_achtman_4.2689,,India,Chattisgarh (Jan Swasthya Sahyog),2020.0,1,0,0,0,0,0,1,0,0,0
562.100084,Resistant,WGS,Good,MLST.ecoli_achtman_4.131,,Norway,,2015.0,1,1,1,1,0,0,0,0,0,0
562.96765,Resistant,WGS,Good,MLST.ecoli_achtman_4.354,,United Kingdom,,,1,1,1,1,0,0,0,0,0,0
562.140866,Resistant,WGS,Good,MLST.ecoli_achtman_4.131,PRJNA530794,USA,"St. Louis, Missouri",2017.0,1,1,1,1,0,0,0,0,0,1
562.100184,Susceptible,WGS,Good,MLST.ecoli_achtman_4.73,,Norway,,2015.0,1,0,0,0,0,0,0,0,0,0
562.96940,Resistant,WGS,Good,MLST.ecoli_achtman_4.131,,United Kingdom,,,1,1,1,1,0,0,0,0,0,1
562.96991,Susceptible,WGS,Good,MLST.ecoli_achtman_4.517,,United Kingdom,,,1,0,0,0,0,0,0,0,0,0
562.22821,Resistant,WGS,Good,MLST.ecoli_achtman_4.131,PRJEB4681,United Kingdom,,2012.0,1,1,1,1,0,0,0,0,0,1
562.145009,Susceptible,WGS,Good,MLST.ecoli_achtman_4.446,PRJEB54735,Portugal,,2021.0,1,0,0,0,0,0,0,0,0,0
562.98018,Susceptible,WGS,Good,MLST.ecoli_achtman_4.73,,Norway,,2004.0,1,0,0,0,0,0,0,0,0,0
562.57449,Resistant,WGS,Good,MLST.ecoli_achtman_4.5940,,Thailand,,2015.0,1,1,1,0,0,0,1,0,0,0
562.42863,Resistant,WGS,Good,MLST.ecoli_achtman_4.131,PRJNA288601,USA,United States,2014.0,1,1,1,1,0,0,0,0,0,1
562.100792,Susceptible,WGS,Good,MLST.ecoli_achtman_4.73,,Norway,,2017.0,1,0,0,0,0,0,0,0,0,0
562.99391,Resistant,WGS,Good,MLST.ecoli_achtman_4.393,,Norway,,2012.0,1,1,1,1,0,0,0,0,0,0
562.42664,Resistant,WGS,Good,MLST.ecoli_achtman_4.648,PRJNA278886,USA,USA:Boston,2015.0,1,1,1,1,0,0,0,0,0,1
562.100054,Susceptible,WGS,Good,MLST.ecoli_achtman_4.141,,Norway,,2015.0,1,0,0,0,0,0,0,0,0,0
562.99768,Susceptible,WGS,Good,MLST.ecoli_achtman_4.1146,,Norway,,2014.0,1,0,0,0,0,0,0,0,0,0
562.42653,Resistant,WGS,Good,MLST.ecoli_achtman_4.131,PRJNA278886,USA,USA:Boston,2015.0,1,1,1,1,0,0,0,0,0,1
562.98313,Susceptible,WGS,Good,MLST.ecoli_achtman_4.73,,Norway,,2006.0,1,0,0,0,0,0,0,0,0,0
562.96503,Susceptible,WGS,Good,MLST.ecoli_achtman_4.3202,,United Kingdom,,,1,0,0,0,0,0,0,0,0,0
562.99370,Susceptible,WGS,Good,MLST.ecoli_achtman_4.12,,Norway,,2012.0,1,0,0,0,0,0,0,0,0,0
562.96996,Resistant,WGS,Good,MLST.ecoli_achtman_4.648,,United Kingdom,,,1,1,1,1,0,0,0,0,0,1
562.98240,Susceptible,WGS,Good,MLST.ecoli_achtman_4.12,,Norway,,2006.0,1,0,0,0,0,0,0,0,0,0
562.58745,Susceptible,WGS,Good,MLST.ecoli_achtman_4.6331,,Norway,Oslo,2006.0,1,0,0,0,0,0,0,0,0,0
562.58636,Susceptible,WGS,Good,MLST.ecoli_achtman_4.10,,Pakistan,,,1,1,1,0,0,0,0,0,0,0
562.57128,Susceptible,WGS,Good,MLST.ecoli_achtman_4.58,,,,2017.0,1,0,0,0,0,0,0,0,0,0
562.97779,Susceptible,WGS,Good,MLST.ecoli_achtman_4.6161,,Norway,,2002.0,1,0,0,0,0,0,0,0,0,0
562.97417,Resistant,WGS,Good,MLST.ecoli_achtman_4.69,,United Kingdom,,,1,1,1,1,0,0,0,0,0,0
562.99435,Resistant,WGS,Good,MLST.ecoli_achtman_4.131,,Norway,,2012.0,1,1,1,1,0,0,0,0,0,0
562.98340,Susceptible,WGS,Good,MLST.ecoli_achtman_4.23,,Norway,,2007.0,1,0,0,0,0,0,0,0,0,0
562.57439,Susceptible,WGS,Good,MLST.ecoli_achtman_4.716,,Thailand,,2015.0,1,0,0,0,0,0,1,0,0,0
562.98639,Susceptible,WGS,Good,MLST.senterica_achtman_2.2998,,Norway,,2008.0,1,0,0,1,0,0,0,0,0,0
562.97068,Resistant,WGS,Good,MLST.ecoli_achtman_4.131,,United Kingdom,,,1,1,1,1,0,0,0,0,0,1
562.99572,Susceptible,WGS,Good,MLST.ecoli_achtman_4.131,,Norway,,2013.0,1,0,0,0,0,0,0,0,0,0
562.57312,Susceptible,WGS,Good,MLST.ecoli_achtman_4.1231,,,,2017.0,1,1,1,0,0,0,0,0,0,0
562.42731,Resistant,WGS,Good,MLST.ecoli_achtman_4.131,PRJNA278886,USA,USA:Boston,2016.0,1,1,1,1,0,0,0,0,0,1
562.100351,Susceptible,WGS,Good,MLST.ecoli_achtman_4.95,,Norway,,2016.0,1,0,0,0,0,0,0,0,0,0
562.98489,Susceptible,WGS,Good,MLST.ecoli_achtman_4.73,,Norway,,2008.0,1,0,0,0,0,0,0,0,0,0
562.99653,Susceptible,WGS,Good,MLST.ecoli_achtman_4.95,,Norway,,2013.0,1,0,0,0,0,0,0,0,0,0
562.59226,Resistant,WGS,Good,MLST.ecoli_achtman_4.224,PRJEB36565,Rwanda,Rwanda,2014.0,1,1,1,1,0,0,0,0,0,0
562.98954,Susceptible,WGS,Good,MLST.ecoli_achtman_4.117,,Norway,,2010.0,1,0,0,0,0,0,0,0,0,0
562.45638,Susceptible,WGS,Good,MLST.ecoli_achtman_4.23,PRJNA522294,Pakistan,Pakistan:Punjab,2016.0,1,1,1,0,0,0,0,0,0,0
562.23867,Susceptible,WGS,Good,MLST.ecoli_achtman_4.421,PRJEB4681,United Kingdom,,2011.0,0,0,0,0,0,0,0,0,0,0
562.100513,Susceptible,WGS,Good,MLST.ecoli_achtman_4.95,,Norway,,2016.0,1,0,0,0,0,0,0,0,0,0
562.96728,Resistant,WGS,Good,MLST.ecoli_achtman_4.131,,United Kingdom,,,1,1,1,1,0,0,0,0,0,1
562.97982,Susceptible,WGS,Good,MLST.ecoli_achtman_4.73,,Norway,,2004.0,1,0,0,0,0,0,0,0,0,0
562.99652,Susceptible,WGS,Good,MLST.ecoli_achtman_4.297,,Norway,,2013.0,1,0,0,0,0,0,0,0,0,0
562.45629,Resistant,WGS,Good,MLST.ecoli_achtman_4.354,PRJNA522294,Pakistan,Pakistan:Punjab,2016.0,1,1,1,1,0,0,0,0,0,0
562.22684,Susceptible,WGS,Good,MLST.ecoli_achtman_4.73,PRJEB4681,United Kingdom,,2011.0,0,0,0,0,0,0,0,0,0,0
562.99273,Susceptible,WGS,Good,MLST.ecoli_achtman_4.73,,Norway,,2012.0,1,0,0,1,0,0,0,0,0,0
562.100895,Susceptible,WGS,Good,MLST.ecoli_achtman_4.127,,Norway,,2017.0,1,0,0,0,0,0,0,0,0,0
562.97012,Susceptible,WGS,Good,MLST.ecoli_achtman_4.1973,,United Kingdom,,,1,0,0,0,0,0,0,0,0,0
562.99719,Susceptible,WGS,Good,MLST.ecoli_achtman_4.127,,Norway,,2013.0,1,0,0,0,0,0,0,0,0,0
562.73390,Resistant,WGS,Good,MLST.ecoli_achtman_4.1196,PRJEB34557,Spain,Barcelona,2013.0,1,1,1,1,0,0,0,0,0,0
562.96731,Susceptible,WGS,Good,MLST.ecoli_achtman_4.69,,United Kingdom,,,1,0,0,0,0,0,0,0,0,0
562.96806,Susceptible,WGS,Good,MLST.ecoli_achtman_4.141,,United Kingdom,,,1,0,0,0,0,0,0,0,0,0
562.57392,Susceptible,WGS,Good,MLST.ecoli_achtman_4.58,,Thailand,,2015.0,1,0,0,0,0,0,1,0,0,0
562.99224,Susceptible,WGS,Good,MLST.ecoli_achtman_4.1057,,Norway,,2011.0,1,0,0,0,0,0,0,0,0,0
562.98856,Susceptible,WGS,Good,MLST.ecoli_achtman_4.12,,Norway,,2010.0,1,0,0,0,0,0,0,0,0,0
562.98405,Resistant,WGS,Good,MLST.ecoli_achtman_4.964,,Norway,,2007.0,1,1,1,1,0,0,0,0,0,0
562.28840,Resistant,WGS,Good,MLST.ecoli_achtman_4.10,PRJEB23541,Tanzania,Moshi,2014.0,1,1,1,1,0,0,0,0,0,1
562.97196,Susceptible,WGS,Good,MLST.ecoli_achtman_4.14,,United Kingdom,,,1,0,0,0,0,0,0,0,0,0
562.98281,Susceptible,WGS,Good,MLST.ecoli_achtman_4.95,,Norway,,2006.0,1,0,0,0,0,0,0,0,0,0
562.100120,Susceptible,WGS,Good,MLST.ecoli_achtman_4.12,,Norway,,2015.0,1,0,0,0,0,0,0,0,0,0
562.98925,Susceptible,WGS,Good,MLST.ecoli_achtman_4.95,,Norway,,2010.0,1,0,0,0,0,0,0,0,0,0
562.97036,Susceptible,WGS,Good,MLST.ecoli_achtman_4.2598,,United Kingdom,,,1,0,0,0,0,0,0,0,0,0
562.99226,Susceptible,WGS,Good,MLST.ecoli_achtman_4.141,,Norway,,2011.0,1,0,0,0,0,0,0,0,0,0
562.98004,Susceptible,WGS,Good,MLST.ecoli_achtman_4.218,,Norway,,2004.0,1,0,0,0,0,0,0,0,0,0
562.97334,Susceptible,WGS,Good,MLST.ecoli_achtman_4.6286,,United Kingdom,,,1,0,0,0,0,0,0,0,0,0
562.100072,Susceptible,WGS,Good,MLST.ecoli_achtman_4.69,,Norway,,2015.0,1,0,0,0,0,0,0,0,0,0
562.98401,Susceptible,WGS,Good,MLST.ecoli_achtman_4.10225,,Norway,,2007.0,1,0,0,0,0,0,0,0,0,0
562.99077,Susceptible,WGS,Good,MLST.ecoli_achtman_4.95,,Norway,,2011.0,1,0,0,0,0,0,0,0,0,0
562.99812,Susceptible,WGS,Good,MLST.ecoli_achtman_4.73,,Norway,,2014.0,1,0,0,0,0,0,0,0,0,0
562.98538,Susceptible,WGS,Good,MLST.ecoli_achtman_4.79,,Norway,,2008.0,1,0,0,0,0,0,0,0,0,0
562.31465,Susceptible,WGS,Good,MLST.ecoli_achtman_4.372,PRJEB23541,Tanzania,Moshi,2014.0,0,0,0,0,0,0,0,0,0,0
562.97395,Resistant,WGS,Good,MLST.ecoli_achtman_4.1193,,United Kingdom,,,1,1,1,1,0,0,0,0,0,0
562.57473,Resistant,WGS,Good,MLST.ecoli_achtman_4.131,,Thailand,,2014.0,1,1,1,1,0,0,0,0,0,0
562.22598,Susceptible,WGS,Good,MLST.ecoli_achtman_4.5430,PRJEB4681,United Kingdom,,2009.0,0,0,0,0,0,0,0,0,0,0
562.100378,Susceptible,WGS,Good,MLST.ecoli_achtman_4.141,,Norway,,2016.0,1,0,0,0,0,0,0,0,0,0
562.99346,Susceptible,WGS,Good,MLST.ecoli_achtman_4.131,,Norway,,2012.0,1,1,1,0,0,0,0,0,0,0
562.99512,Susceptible,WGS,Good,MLST.ecoli_achtman_4.95,,Norway,,2013.0,1,0,0,0,0,0,0,0,0,0
562.98194,Susceptible,WGS,Good,MLST.ecoli_achtman_4.104,,Norway,,2005.0,1,0,0,0,0,0,0,0,0,0
562.56782,Resistant,WGS,Good,MLST.ecoli_achtman_4.10,,Germany,Hesse,2013.0,1,1,1,1,0,0,0,0,0,1
562.97087,Susceptible,WGS,Good,MLST.ecoli_achtman_4.404,,United Kingdom,,,1,0,0,0,0,0,0,0,0,0
562.42719,Resistant,WGS,Good,MLST.ecoli_achtman_4.131,PRJNA278886,USA,USA:Boston,2016.0,1,1,1,1,0,0,0,0,0,0
562.98038,Susceptible,WGS,Good,MLST.ecoli_achtman_4.73,,Norway,,2004.0,1,0,0,0,0,0,0,0,0,0
562.96917,Susceptible,WGS,Good,MLST.ecoli_achtman_4.155,,United Kingdom,,,1,0,0,0,0,0,0,0,0,0
562.96717,Susceptible,WGS,Good,MLST.ecoli_achtman_4.472,,United Kingdom,,,1,0,0,0,0,0,0,0,0,0
562.100545,Susceptible,WGS,Good,MLST.ecoli_achtman_4.62,,Norway,,2016.0,1,1,1,0,0,0,0,0,0,0
562.99912,Susceptible,WGS,Good,MLST.ecoli_achtman_4.12,,Norway,,2014.0,1,0,0,0,0,0,0,0,0,0
562.42851,Susceptible,WGS,Good,MLST.ecoli_achtman_4.1386,PRJNA288601,USA,United States,2013.0,1,0,0,0,0,0,0,0,0,0
562.96838,Susceptible,WGS,Good,MLST.ecoli_achtman_4.7094,,United Kingdom,,,1,0,0,0,0,0,0,0,0,0
562.45849,Resistant,WGS,Good,MLST.ecoli_achtman_4.38,PRJNA510429,USA,"USA: Rochester, NY",2017.0,1,1,1,1,0,0,0,0,0,0
562.22553,Susceptible,WGS,Good,MLST.ecoli_achtman_4.12,PRJEB4681,United Kingdom,,2009.0,0,0,0,0,0,0,0,0,0,0
562.57089,Susceptible,WGS,Good,MLST.ecoli_achtman_4.131,,,,2008.0,1,0,0,0,0,0,0,0,0,0
562.100376,Susceptible,WGS,Good,MLST.ecoli_achtman_4.646,,Norway,,2016.0,1,0,0,0,0,0,0,0,0,0
562.22737,Susceptible,WGS,Good,MLST.ecoli_achtman_4.405,PRJEB4681,United Kingdom,,2012.0,0,0,0,0,0,0,0,0,0,0
562.98248,Susceptible,WGS,Good,MLST.ecoli_achtman_4.127,,Norway,,2006.0,1,0,0,0,0,0,0,0,0,0
562.42716,Susceptible,WGS,Good,MLST.ecoli_achtman_4.636,PRJNA278886,USA,USA:Boston,2016.0,1,1,1,0,0,0,0,0,0,0
562.97881,Susceptible,WGS,Good,MLST.ecoli_achtman_4.141,,Norway,,2003.0,1,0,0,0,0,0,0,0,0,0
562.98162,Susceptible,WGS,Good,MLST.ecoli_achtman_4.5824,,Norway,,2005.0,1,0,0,0,0,0,0,0,0,0
562.22569,Susceptible,WGS,Good,MLST.ecoli_achtman_4.127,PRJEB4681,United Kingdom,,2009.0,1,1,1,0,0,0,0,0,0,0
562.45588,Resistant,WGS,Good,MLST.ecoli_achtman_4.224,PRJNA522294,Pakistan,Pakistan:Punjab,2016.0,1,1,1,1,0,0,0,0,0,0
562.98455,Susceptible,WGS,Good,MLST.ecoli_achtman_4.95,,Norway,,2007.0,1,0,0,0,0,0,0,0,0,0
562.42857,Susceptible,WGS,Good,MLST.kaerogenes.93,PRJNA288601,USA,United States,2012.0,1,0,0,0,0,0,0,1,1,0
562.100464,Susceptible,WGS,Good,MLST.ecoli_achtman_4.95,,Norway,,2016.0,1,0,0,0,0,0,0,0,0,0
562.145395,Susceptible,WGS,Good,MLST.ecoli_achtman_4.155,PRJNA273513,Canada,British Columbia,2006.0,1,0,0,0,0,0,0,0,0,0
562.98851,Susceptible,WGS,Good,MLST.ecoli_achtman_4.127,,Norway,,2010.0,1,0,0,0,0,0,0,0,0,0
562.99712,Susceptible,WGS,Good,MLST.ecoli_achtman_4.73,,Norway,,2013.0,1,0,0,0,0,0,0,0,0,0
562.144983,Susceptible,WGS,Good,MLST.Escherichia_coli_2.420,PRJEB54735,Portugal,,2020.0,1,0,0,0,0,0,0,0,0,0
562.96718,Susceptible,WGS,Good,MLST.ecoli_achtman_4.472,,United Kingdom,,,1,0,0,0,0,0,0,0,0,0
562.98838,Susceptible,WGS,Good,MLST.ecoli_achtman_4.372,,Norway,,2010.0,1,0,0,0,0,0,0,0,0,0
562.98512,Susceptible,WGS,Good,MLST.ecoli_achtman_4.127,,Norway,,2008.0,1,0,0,0,0,0,0,0,0,0
