Evidence,Property,Source,Genome ID,Genome Name,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Source ID,Source Organism,Gene,Product,Function,Classification,Antibiotics Class,Antibiotics,PubMed,Subject Coverage,Query Coverage,Identity,E-value
"BLAT","Antibiotic Resistance","CARD","562.96990","Escherichia coli VREC1066","fig|562.96990.peg.2613",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,99,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.98929","Escherichia coli ad763000-7bb8-11e9-a8d3-68b59976a384","fig|562.98929.peg.2098",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,99,"0.0"
"AMRFinderPlus: POINTP","Antibiotic Resistance","NDARO","562.99159","Escherichia coli df74617a-7bb9-11e9-a8d3-68b59976a384","fig|562.99159.peg.2385",,,"WP_001281881.1",,,"DNA topoisomerase IV subunit A (EC 5.99.1.3)","Escherichia quinolone resistant ParC",,"quinolone","quinolone",,100,100,99,
"AMRFinderPlus: POINTP","Antibiotic Resistance","NDARO","562.97515","Escherichia coli VREC1253","fig|562.97515.peg.2026","AML35_07850",,"WP_001281881.1",,,"DNA topoisomerase IV subunit A (EC 5.99.1.3)","Escherichia quinolone resistant ParC",,"quinolone","quinolone",,100,100,99,
"RGI: protein variant model","Antibiotic Resistance","CARD","562.42764","Escherichia coli strain M10","fig|562.42764.peg.1325",,,"1450",,,"DNA topoisomerase IV subunit A (EC 5.99.1.3)","Escherichia coli parC conferring resistance to fluoroquinolones","antibiotic target alteration","fluoroquinolone","enoxacin;ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;lomefloxacin;nalidixic acid;norfloxacin;ofloxacin;trovafloxacin;grepafloxacin;sparfloxacin;pefloxacin",,100,100,99,"0"
"AMRFinderPlus: POINTP","Antibiotic Resistance","NDARO","562.57120","Escherichia coli strain 24742_1#57","fig|562.57120.peg.3140",,,"WP_001281881.1",,,"DNA topoisomerase IV subunit A (EC 5.99.1.3)","Escherichia quinolone resistant ParC",,"quinolone","quinolone",,100,100,99,
"BLAT","Antibiotic Resistance","CARD","562.99788","Escherichia coli cbda701a-7bb8-11e9-a8d3-68b59976a384","fig|562.99788.peg.1620",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,99,"0.0"
"AMRFinderPlus: POINTP","Antibiotic Resistance","NDARO","562.140839","Escherichia coli 018-E1-U04","fig|562.140839.peg.1066",,,"WP_001281881.1",,,"DNA topoisomerase IV subunit A (EC 5.99.1.3)","Escherichia quinolone resistant ParC",,"quinolone","quinolone",,100,100,99,
"BLAT","Antibiotic Resistance","CARD","562.100571","Escherichia coli c27523f8-7bb8-11e9-a8d3-68b59976a384","fig|562.100571.peg.1205",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,99,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.99851","Escherichia coli ee326a1e-7bb8-11e9-a8d3-68b59976a384","fig|562.99851.peg.1764",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,99,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.100058","Escherichia coli 22da8b5c-7bb9-11e9-a8d3-68b59976a384","fig|562.100058.peg.1266",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,99,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.98085","Escherichia coli 7f340bae-7bb8-11e9-a8d3-68b59976a384","fig|562.98085.peg.2275",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,99,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.56783","Escherichia coli strain 372-13","fig|562.56783.peg.2560",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,99,"0.0"
"RGI: protein variant model","Antibiotic Resistance","CARD","562.23615","Escherichia coli O25:H4 strain ECO1327","fig|562.23615.peg.1400",,,"1450",,,"DNA topoisomerase IV subunit A (EC 5.99.1.3)","Escherichia coli parC conferring resistance to fluoroquinolones","antibiotic target alteration","fluoroquinolone","enoxacin;ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;lomefloxacin;nalidixic acid;norfloxacin;ofloxacin;trovafloxacin;grepafloxacin;sparfloxacin;pefloxacin",,100,100,99,"0"
"BLAT","Antibiotic Resistance","CARD","562.97894","Escherichia coli 9a139480-7bb8-11e9-a8d3-68b59976a384","fig|562.97894.peg.2663",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,99,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.97407","Escherichia coli VREC1529","fig|562.97407.peg.2865",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,100,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.144930","Escherichia coli MGL_1550","fig|562.144930.peg.3116",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,99,"0.0"
"RGI: protein variant model","Antibiotic Resistance","CARD","562.42679","Escherichia coli strain 222","fig|562.42679.peg.1030",,,"1450",,,"DNA topoisomerase IV subunit A (EC 5.99.1.3)","Escherichia coli parC conferring resistance to fluoroquinolones","antibiotic target alteration","fluoroquinolone","enoxacin;ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;lomefloxacin;nalidixic acid;norfloxacin;ofloxacin;trovafloxacin;grepafloxacin;sparfloxacin;pefloxacin",,100,100,99,"0"
"AMRFinderPlus: POINTP","Antibiotic Resistance","NDARO","562.98639","Escherichia coli 9a044646-7bb9-11e9-a8d3-68b59976a384","fig|562.98639.peg.1627",,,"WP_001281881.1",,,"DNA topoisomerase IV subunit A (EC 5.99.1.3)","Escherichia quinolone resistant ParC",,"quinolone","quinolone",,100,100,99,
"AMRFinderPlus: POINTP","Antibiotic Resistance","NDARO","562.57493","Escherichia coli strain PB335","fig|562.57493.peg.1275",,,"WP_001281881.1",,,"DNA topoisomerase IV subunit A (EC 5.99.1.3)","Escherichia quinolone resistant ParC",,"quinolone","quinolone",,100,100,99,
"AMRFinderPlus: POINTP","Antibiotic Resistance","NDARO","562.42761","Escherichia coli strain FDA-CDC-AR_0020","fig|562.42761.peg.3883",,,"WP_001281881.1",,,"DNA topoisomerase IV subunit A (EC 5.99.1.3)","Escherichia quinolone resistant ParC",,"quinolone","quinolone",,100,100,99,
"RGI: protein variant model","Antibiotic Resistance","CARD","562.97287","Escherichia coli VREC1075","fig|562.97287.peg.2628",,,"1450",,,"DNA topoisomerase IV subunit A (EC 5.99.1.3)","Escherichia coli parC conferring resistance to fluoroquinolones","antibiotic target alteration","fluoroquinolone","enoxacin;ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;lomefloxacin;nalidixic acid;norfloxacin;ofloxacin;trovafloxacin;grepafloxacin;sparfloxacin;pefloxacin",,100,100,99,"0"
"BLAT","Antibiotic Resistance","CARD","562.57274","Escherichia coli strain 24742_1#360","fig|562.57274.peg.3108",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,99,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.97150","Escherichia coli VREC1281","fig|562.97150.peg.3497",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,99,"0.0"
"RGI: protein variant model","Antibiotic Resistance","CARD","562.57253","Escherichia coli strain 24742_1#211","fig|562.57253.peg.2547",,,"1450",,,"DNA topoisomerase IV subunit A (EC 5.99.1.3)","Escherichia coli parC conferring resistance to fluoroquinolones","antibiotic target alteration","fluoroquinolone","enoxacin;ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;lomefloxacin;nalidixic acid;norfloxacin;ofloxacin;trovafloxacin;grepafloxacin;sparfloxacin;pefloxacin",,100,100,99,"0"
"BLAT","Antibiotic Resistance","CARD","562.98535","Escherichia coli 1168f4ee-7bb9-11e9-a8d3-68b59976a384","fig|562.98535.peg.2008",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,99,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.96441","Escherichia coli VRES0706","fig|562.96441.peg.1032",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,99,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.99297","Escherichia coli 7e518f4e-7bb9-11e9-a8d3-68b59976a384","fig|562.99297.peg.2663",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,99,"0.0"
"AMRFinderPlus: POINTP","Antibiotic Resistance","NDARO","562.42646","Escherichia coli strain 145","fig|562.42646.peg.2049",,,"WP_001281881.1",,,"DNA topoisomerase IV subunit A (EC 5.99.1.3)","Escherichia quinolone resistant ParC",,"quinolone","quinolone",,100,100,99,
"BLAT","Antibiotic Resistance","CARD","562.145037","Escherichia coli PT_EC0182","fig|562.145037.peg.2099",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,99,"0.0"
"AMRFinderPlus: POINTP","Antibiotic Resistance","NDARO","562.97846","Escherichia coli 819252f6-7bb9-11e9-a8d3-68b59976a384","fig|562.97846.peg.242","AML15_08050",,"WP_001281881.1",,,"DNA topoisomerase IV subunit A (EC 5.99.1.3)","Escherichia quinolone resistant ParC",,"quinolone","quinolone",,100,100,99,
"BLAT","Antibiotic Resistance","CARD","562.97262","Escherichia coli VREC1405","fig|562.97262.peg.2819",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,99,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.100640","Escherichia coli 43c2c79e-7bb9-11e9-a8d3-68b59976a384","fig|562.100640.peg.2327",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,99,"0.0"
"RGI: protein variant model","Antibiotic Resistance","CARD","562.23321","Escherichia coli O25:H4 strain ECO0974","fig|562.23321.peg.2677",,,"1450",,,"DNA topoisomerase IV subunit A (EC 5.99.1.3)","Escherichia coli parC conferring resistance to fluoroquinolones","antibiotic target alteration","fluoroquinolone","enoxacin;ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;lomefloxacin;nalidixic acid;norfloxacin;ofloxacin;trovafloxacin;grepafloxacin;sparfloxacin;pefloxacin",,100,100,99,"0"
"BLAT","Antibiotic Resistance","CARD","562.99259","Escherichia coli 8d25a6fa-7bb8-11e9-a8d3-68b59976a384","fig|562.99259.peg.3695",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,99,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.100721","Escherichia coli ade7348a-7bb8-11e9-a8d3-68b59976a384","fig|562.100721.peg.2532",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,99,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.98565","Escherichia coli c03c195c-7bb8-11e9-a8d3-68b59976a384","fig|562.98565.peg.1855",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,100,"0.0"
"AMRFinderPlus: POINTP","Antibiotic Resistance","NDARO","562.58748","Escherichia coli strain 112","fig|562.58748.peg.2132",,,"WP_001281881.1",,,"DNA topoisomerase IV subunit A (EC 5.99.1.3)","Escherichia quinolone resistant ParC",,"quinolone","quinolone",,100,100,99,
"BLAT","Antibiotic Resistance","CARD","562.99939","Escherichia coli 61a9a52a-7bb9-11e9-a8d3-68b59976a384","fig|562.99939.peg.3506",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,99,"0.0"
"AMRFinderPlus: POINTP","Antibiotic Resistance","NDARO","562.23532","Escherichia coli O25:H4 strain ECO0999","fig|562.23532.peg.1612",,,"WP_001281881.1",,,"DNA topoisomerase IV subunit A (EC 5.99.1.3)","Escherichia quinolone resistant ParC",,"quinolone","quinolone",,100,100,99,
"RGI: protein variant model","Antibiotic Resistance","CARD","562.97434","Escherichia coli VREC1550","fig|562.97434.peg.3663","AMK99_18525",,"1450",,,"DNA topoisomerase IV subunit A (EC 5.99.1.3)","Escherichia coli parC conferring resistance to fluoroquinolones","antibiotic target alteration","fluoroquinolone","enoxacin;ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;lomefloxacin;nalidixic acid;norfloxacin;ofloxacin;trovafloxacin;grepafloxacin;sparfloxacin;pefloxacin",,100,100,99,"0"
"BLAT","Antibiotic Resistance","CARD","562.97457","Escherichia coli VRES1592","fig|562.97457.peg.653",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,100,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.97923","Escherichia coli 2b824650-7bb9-11e9-a8d3-68b59976a384","fig|562.97923.peg.2995",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,99,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.98208","Escherichia coli b3a3bba0-7bb8-11e9-a8d3-68b59976a384","fig|562.98208.peg.2401",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,99,"0.0"
"AMRFinderPlus: POINTP","Antibiotic Resistance","NDARO","562.97994","Escherichia coli 18bed56a-7bb9-11e9-a8d3-68b59976a384","fig|562.97994.peg.2931","AML54_06490",,"WP_001281881.1",,,"DNA topoisomerase IV subunit A (EC 5.99.1.3)","Escherichia quinolone resistant ParC",,"quinolone","quinolone",,100,100,99,
"BLAT","Antibiotic Resistance","CARD","562.99620","Escherichia coli 8c0a559e-7bb9-11e9-a8d3-68b59976a384","fig|562.99620.peg.2135",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,99,"0.0"
"RGI: protein variant model","Antibiotic Resistance","CARD","562.23028","Escherichia coli O25:H4 strain ECO0655","fig|562.23028.peg.3310",,,"1450",,,"DNA topoisomerase IV subunit A (EC 5.99.1.3)","Escherichia coli parC conferring resistance to fluoroquinolones","antibiotic target alteration","fluoroquinolone","enoxacin;ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;lomefloxacin;nalidixic acid;norfloxacin;ofloxacin;trovafloxacin;grepafloxacin;sparfloxacin;pefloxacin",,100,100,99,"0"
"RGI: protein variant model","Antibiotic Resistance","CARD","562.45628","Escherichia coli strain EC_33_B","fig|562.45628.peg.1510","EXX31_01260",,"1450",,"parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)","Escherichia coli parC conferring resistance to fluoroquinolones","antibiotic target alteration","fluoroquinolone","enoxacin;ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;lomefloxacin;nalidixic acid;norfloxacin;ofloxacin;trovafloxacin;grepafloxacin;sparfloxacin;pefloxacin",,100,100,99,"0"
"BLAT","Antibiotic Resistance","CARD","562.145402","Escherichia coli AGA06_2508","fig|562.145402.peg.660",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,99,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.57366","Escherichia coli strain PB308","fig|562.57366.peg.765",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,99,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.96819","Escherichia coli VREC0969","fig|562.96819.peg.3185",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,99,"0.0"
"AMRFinderPlus: POINTP","Antibiotic Resistance","NDARO","562.99638","Escherichia coli b1077354-7bb9-11e9-a8d3-68b59976a384","fig|562.99638.peg.1194",,,"WP_001281881.1",,,"DNA topoisomerase IV subunit A (EC 5.99.1.3)","Escherichia quinolone resistant ParC",,"quinolone","quinolone",,100,100,99,
"RGI: protein variant model","Antibiotic Resistance","CARD","562.100791","Escherichia coli f8778e50-7bb8-11e9-a8d3-68b59976a384","fig|562.100791.peg.2629","AWG97_08265",,"1450",,,"DNA topoisomerase IV subunit A (EC 5.99.1.3)","Escherichia coli parC conferring resistance to fluoroquinolones","antibiotic target alteration","fluoroquinolone","enoxacin;ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;lomefloxacin;nalidixic acid;norfloxacin;ofloxacin;trovafloxacin;grepafloxacin;sparfloxacin;pefloxacin",,100,100,99,"0"
"BLAT","Antibiotic Resistance","CARD","562.98340","Escherichia coli 13bc308a-7bb9-11e9-a8d3-68b59976a384","fig|562.98340.peg.1492",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,100,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.97316","Escherichia coli VREC1443","fig|562.97316.peg.535",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,99,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.57122","Escherichia coli strain 24742_1#47","fig|562.57122.peg.3395",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,99,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.56769","Escherichia coli strain 110-12","fig|562.56769.peg.2617",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,99,"0.0"
"AMRFinderPlus: POINTP","Antibiotic Resistance","NDARO","562.23642","Escherichia coli O25:H4 strain ECO1369","fig|562.23642.peg.2953",,,"WP_001281881.1",,,"DNA topoisomerase IV subunit A (EC 5.99.1.3)","Escherichia quinolone resistant ParC",,"quinolone","quinolone",,100,100,99,
"BLAT","Antibiotic Resistance","CARD","562.97327","Escherichia coli VREC1436","fig|562.97327.peg.4883",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,99,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.96970","Escherichia coli VREC1063","fig|562.96970.peg.2259",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,99,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.96657","Escherichia coli VRES0836","fig|562.96657.peg.2718",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,99,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.98765","Escherichia coli 8726e39e-7bb9-11e9-a8d3-68b59976a384","fig|562.98765.peg.3716",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,100,"0.0"
"RGI: protein variant model","Antibiotic Resistance","CARD","562.140903","Escherichia coli 004-E1-S01","fig|562.140903.peg.541",,,"1450",,,"DNA topoisomerase IV subunit A (EC 5.99.1.3)","Escherichia coli parC conferring resistance to fluoroquinolones","antibiotic target alteration","fluoroquinolone","enoxacin;ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;lomefloxacin;nalidixic acid;norfloxacin;ofloxacin;trovafloxacin;grepafloxacin;sparfloxacin;pefloxacin",,100,100,99,"0"
"RGI: protein variant model","Antibiotic Resistance","CARD","562.56855","Escherichia coli strain 531-12","fig|562.56855.peg.462","PU65_18105",,"1450",,,"DNA topoisomerase IV subunit A (EC 5.99.1.3)","Escherichia coli parC conferring resistance to fluoroquinolones","antibiotic target alteration","fluoroquinolone","enoxacin;ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;lomefloxacin;nalidixic acid;norfloxacin;ofloxacin;trovafloxacin;grepafloxacin;sparfloxacin;pefloxacin",,100,100,99,"0"
"BLAT","Antibiotic Resistance","CARD","562.100111","Escherichia coli ffd8be62-7bb8-11e9-a8d3-68b59976a384","fig|562.100111.peg.1934",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,99,"0.0"
"AMRFinderPlus: POINTP","Antibiotic Resistance","NDARO","562.23553","Escherichia coli O15:H1 strain ECO1002","fig|562.23553.peg.1059",,,"WP_001281881.1",,,"DNA topoisomerase IV subunit A (EC 5.99.1.3)","Escherichia quinolone resistant ParC",,"quinolone","quinolone",,100,100,98,
"BLAT","Antibiotic Resistance","CARD","562.99363","Escherichia coli 8d85cc28-7bb9-11e9-a8d3-68b59976a384","fig|562.99363.peg.1473",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,99,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.96790","Escherichia coli VRES0986","fig|562.96790.peg.2050",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,99,"0.0"
"RGI: protein variant model","Antibiotic Resistance","CARD","562.99692","Escherichia coli 4de53748-7bb9-11e9-a8d3-68b59976a384","fig|562.99692.peg.2205",,,"1450",,,"DNA topoisomerase IV subunit A (EC 5.99.1.3)","Escherichia coli parC conferring resistance to fluoroquinolones","antibiotic target alteration","fluoroquinolone","enoxacin;ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;lomefloxacin;nalidixic acid;norfloxacin;ofloxacin;trovafloxacin;grepafloxacin;sparfloxacin;pefloxacin",,100,100,99,"0"
"AMRFinderPlus: POINTP","Antibiotic Resistance","NDARO","562.23461","Escherichia coli O25:H4 strain ECO1025","fig|562.23461.peg.583",,,"WP_001281881.1",,,"DNA topoisomerase IV subunit A (EC 5.99.1.3)","Escherichia quinolone resistant ParC",,"quinolone","quinolone",,100,100,99,
"BLAT","Antibiotic Resistance","CARD","562.97778","Escherichia coli 273eaca0-7bb9-11e9-a8d3-68b59976a384","fig|562.97778.peg.1807",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,99,"0.0"
