Evidence,Property,Source,Genome ID,Genome Name,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Source ID,Source Organism,Gene,Product,Function,Classification,Antibiotics Class,Antibiotics,PubMed,Subject Coverage,Query Coverage,Identity,E-value
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.59229","Escherichia coli strain PBIO1948","fig|562.59229.peg.4692","HFC66_22170",,"417",,,"Pentapeptide repeat protein QnrB family => Quinolone resistance protein QnrB10","QnrB6","antibiotic target protection","fluoroquinolone","ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin",,100,100,100,"1.34748e-170"
"K-mer Search","Antibiotic Resistance","PATRIC","562.97106","Escherichia coli VREC1234","fig|562.97106.peg.4437",,,,,"QnrB family","Pentapeptide repeat protein QnrB family","Pentapeptide repeat protein QnrB family","antibiotic target protection protein","Fluoroquinolones Quinolones Quinolines","ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;norfloxacin;sparfloxacin","11943863",,,,
"BLAT","Antibiotic Resistance","CARD","562.73350","Escherichia coli strain BB1407","fig|562.73350.peg.5543","JFD_05388",,"ABI50486.1","Klebsiella pneumoniae","QnrA1","Pentapeptide repeat protein QnrB family",,"antibiotic target protection protein,fluoroquinolone resistance gene",,,,100,100,100,"1e-130"
"BLAT","Antibiotic Resistance","CARD","562.42724","Escherichia coli strain 363","fig|562.42724.peg.4169",,,"ABG56870.1","Klebsiella pneumoniae","QnrS1","Pentapeptide repeat protein QnrB family",,"antibiotic target protection protein,fluoroquinolone resistance gene",,,,100,100,100,"1e-129"
"K-mer Search","Antibiotic Resistance","PATRIC","562.59225","Escherichia coli strain PBIO1937","fig|562.59225.peg.4361",,,,,"QnrB10","Pentapeptide repeat protein QnrB family => Quinolone resistance protein QnrB10","Pentapeptide repeat protein QnrB family => Quinolone resistance protein QnrB10","antibiotic target protection protein","Fluoroquinolones Quinolones Quinolines","ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;norfloxacin;sparfloxacin","17938184",,,,
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.58777","Escherichia coli strain ENV225","fig|562.58777.peg.4805",,,"381",,,"Pentapeptide repeat protein QnrB family","QnrS1","antibiotic target protection","fluoroquinolone","ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin",,100,100,100,"1.18559e-166"
"AMRFinderPlus: ALLELEP","Antibiotic Resistance","NDARO","562.57439","Escherichia coli strain W3_1_ERB5","fig|562.57439.peg.1114",,,"WP_001516695.1",,,"Pentapeptide repeat protein QnrB family","quinolone resistance pentapeptide repeat protein QnrS1",,"quinolone","quinolone",,100,100,100,
"BLAT","Antibiotic Resistance","NDARO","562.45628","Escherichia coli strain EC_33_B","fig|562.45628.peg.3995","EXX31_24445",,"WP_001516695.1","Gammaproteobacteria",,"Pentapeptide repeat protein QnrB family","MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrS1","",,,,100,100,100,"1e-129"
"AMRFinderPlus: ALLELEP","Antibiotic Resistance","NDARO","562.73347","Escherichia coli strain BB1404","fig|562.73347.peg.5558","JFD_05389",,"WP_012579084.1",,"pipB2_2","Pentapeptide repeat protein QnrB family","quinolone resistance pentapeptide repeat protein QnrA1",,"quinolone","quinolone",,100,100,100,
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.57386","Escherichia coli strain W1_3_ERB1","fig|562.57386.peg.4997",,,"381",,,"Pentapeptide repeat protein QnrB family","QnrS1","antibiotic target protection","fluoroquinolone","ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin",,100,100,100,"1.18559e-166"
"AMRFinderPlus: ALLELEP","Antibiotic Resistance","NDARO","562.73351","Escherichia coli strain BB1408","fig|562.73351.peg.5495","JFD_05344",,"WP_012579084.1",,"pipB2_2","Pentapeptide repeat protein QnrB family","quinolone resistance pentapeptide repeat protein QnrA1",,"quinolone","quinolone",,100,100,100,
"K-mer Search","Antibiotic Resistance","PATRIC","562.58772","Escherichia coli strain ENV76","fig|562.58772.peg.4681",,,,,"QnrB family","Pentapeptide repeat protein QnrB family","Pentapeptide repeat protein QnrB family","antibiotic target protection protein","Fluoroquinolones Quinolones Quinolines","ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;norfloxacin;sparfloxacin","11943863",,,,
"AMRFinderPlus: BLASTP","Antibiotic Resistance","NDARO","562.58771","Escherichia coli strain ENV68","fig|562.58771.peg.4622",,,"WP_001749994.1",,,"Pentapeptide repeat protein QnrB family => Quinolone resistance protein QnrB10","QnrB family quinolone resistance pentapeptide repeat protein",,"quinolone","quinolone",,100,94,100,
"K-mer Search","Antibiotic Resistance","PATRIC","562.144942","Escherichia coli 20200203_MGL_12","fig|562.144942.peg.5025",,,,,"QnrB family","Pentapeptide repeat protein QnrB family","Pentapeptide repeat protein QnrB family","antibiotic target protection protein","Fluoroquinolones Quinolones Quinolines","ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;norfloxacin;sparfloxacin","11943863",,,,
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.144936","Escherichia coli MGL_153","fig|562.144936.peg.4843",,,"381",,,"Pentapeptide repeat protein QnrB family","QnrS1","antibiotic target protection","fluoroquinolone","ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin",,100,100,100,"1.18559e-166"
"BLAT","Antibiotic Resistance","NDARO","562.97020","Escherichia coli VRES1202","fig|562.97020.peg.5004",,,"WP_001516695.1","Gammaproteobacteria",,"Pentapeptide repeat protein QnrB family","MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrS1","",,,,100,100,100,"1e-129"
"BLAT","Antibiotic Resistance","NDARO","562.100884","Escherichia coli cf4ce2b8-7bb9-11e9-a8d3-68b59976a384","fig|562.100884.peg.4654",,,"WP_001516695.1","Gammaproteobacteria",,"Pentapeptide repeat protein QnrB family","MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrS1","",,,,100,100,100,"1e-129"
"BLAT","Antibiotic Resistance","CARD","562.135591","Escherichia coli 20200203_MGL_12","fig|562.135591.peg.5026",,,"ABI50486.1","Klebsiella pneumoniae","QnrA1","Pentapeptide repeat protein QnrB family",,"antibiotic target protection protein,fluoroquinolone resistance gene",,,,100,100,100,"1e-130"
"K-mer Search","Antibiotic Resistance","PATRIC","562.145026","Escherichia coli PT_EC0194","fig|562.145026.peg.4661",,,,,"QnrB family","Pentapeptide repeat protein QnrB family","Pentapeptide repeat protein QnrB family","antibiotic target protection protein","Fluoroquinolones Quinolones Quinolines","ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;norfloxacin;sparfloxacin","11943863",,,,
"BLAT","Antibiotic Resistance","NDARO","562.144916","Escherichia coli MGL_82","fig|562.144916.peg.5061",,,"WP_001516695.1","Gammaproteobacteria",,"Pentapeptide repeat protein QnrB family","MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrS1","",,,,100,100,100,"1e-129"
"BLAT","Antibiotic Resistance","NDARO","562.42733","Escherichia coli strain 399","fig|562.42733.peg.4947",,,"WP_012537714.1","Gammaproteobacteria",,"Pentapeptide repeat protein QnrB family","MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrS2","",,,,100,100,100,"1e-129"
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.97105","Escherichia coli VRES1352","fig|562.97105.peg.4466",,,"381",,,"Pentapeptide repeat protein QnrB family","QnrS1","antibiotic target protection","fluoroquinolone","ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin",,100,100,100,"1.18559e-166"
"AMRFinderPlus: ALLELEP","Antibiotic Resistance","NDARO","562.97215","Escherichia coli VREC1375","fig|562.97215.peg.4922",,,"WP_001516695.1",,,"Pentapeptide repeat protein QnrB family","quinolone resistance pentapeptide repeat protein QnrS1",,"quinolone","quinolone",,100,100,100,
"AMRFinderPlus: BLASTP","Antibiotic Resistance","NDARO","562.59227","Escherichia coli strain PBIO1949","fig|562.59227.peg.4342","HFC66_20820",,"WP_001749994.1",,,"Pentapeptide repeat protein QnrB family => Quinolone resistance protein QnrB10","QnrB family quinolone resistance pentapeptide repeat protein",,"quinolone","quinolone",,100,94,100,
"BLAT","Antibiotic Resistance","NDARO","562.56841","Escherichia coli strain 50-16","fig|562.56841.peg.6386",,,"WP_004193258.1","Gammaproteobacteria",,"Pentapeptide repeat protein QnrB family => Quinolone resistance protein QnrB10","MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrB4","",,,,27,98,100,"3e-28"
"AMRFinderPlus: ALLELEP","Antibiotic Resistance","NDARO","562.45593","Escherichia coli strain EC_79","fig|562.45593.peg.4306","EXX75_23710",,"WP_001516695.1",,,"Pentapeptide repeat protein QnrB family","quinolone resistance pentapeptide repeat protein QnrS1",,"quinolone","quinolone",,100,100,100,
"BLAT","Antibiotic Resistance","NDARO","562.144924","Escherichia coli MGL_118","fig|562.144924.peg.4734",,,"WP_001516695.1","Gammaproteobacteria",,"Pentapeptide repeat protein QnrB family","MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrS1","",,,,100,100,100,"1e-129"
"K-mer Search","Antibiotic Resistance","PATRIC","562.7686","Escherichia coli strain 702890_aEPEC","fig|562.7686.peg.4688","ERS085405_04571",,,,"pipB2_3","Pentapeptide repeat protein QnrB family",,"antibiotic target protection protein","fluoroquinolones quinolones quinolines","ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;norfloxacin;sparfloxacin","11943863",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","562.135576","Escherichia coli 20200203_MGL_04","fig|562.135576.peg.5128",,,,,"QnrB family","Pentapeptide repeat protein QnrB family","Pentapeptide repeat protein QnrB family","antibiotic target protection protein","Fluoroquinolones Quinolones Quinolines","ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;norfloxacin;sparfloxacin","11943863",,,,
"AMRFinderPlus: ALLELEP","Antibiotic Resistance","NDARO","562.145012","Escherichia coli PT_EC0214","fig|562.145012.peg.5227",,,"WP_001516695.1",,,"Pentapeptide repeat protein QnrB family","quinolone resistance pentapeptide repeat protein QnrS1",,"quinolone","quinolone",,100,100,100,
"K-mer Search","Antibiotic Resistance","PATRIC","562.57409","Escherichia coli strain W2_13_ERB1","fig|562.57409.peg.4511",,,,,"QnrB family","Pentapeptide repeat protein QnrB family","Pentapeptide repeat protein QnrB family","antibiotic target protection protein","Fluoroquinolones Quinolones Quinolines","ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;norfloxacin;sparfloxacin","11943863",,,,
"BLAT","Antibiotic Resistance","NDARO","562.145039","Escherichia coli PT_EC0130","fig|562.145039.peg.4736",,,"WP_012954666.1","Gammaproteobacteria",,"Pentapeptide repeat protein QnrB family => Quinolone resistance protein QnrB10","MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrB19","",,,,100,93,100,"1e-124"
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.58773","Escherichia coli strain ENV103","fig|562.58773.peg.4699",,,"381",,,"Pentapeptide repeat protein QnrB family","QnrS1","antibiotic target protection","fluoroquinolone","ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin",,100,100,100,"1.18559e-166"
"BLAT","Antibiotic Resistance","NDARO","562.144929","Escherichia coli MGL_1560","fig|562.144929.peg.5075",,,"WP_001516695.1","Gammaproteobacteria",,"Pentapeptide repeat protein QnrB family","MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrS1","",,,,100,100,100,"1e-129"
"AMRFinderPlus: ALLELEP","Antibiotic Resistance","NDARO","562.144916","Escherichia coli MGL_82","fig|562.144916.peg.5061",,,"WP_001516695.1",,,"Pentapeptide repeat protein QnrB family","quinolone resistance pentapeptide repeat protein QnrS1",,"quinolone","quinolone",,100,100,100,
"BLAT","Antibiotic Resistance","CARD","562.57368","Escherichia coli strain PB163","fig|562.57368.peg.4591",,,"ABG56870.1","Klebsiella pneumoniae","QnrS1","Pentapeptide repeat protein QnrB family",,"antibiotic target protection protein,fluoroquinolone resistance gene",,,,100,100,100,"1e-129"
"K-mer Search","Antibiotic Resistance","PATRIC","562.59222","Escherichia coli strain PBIO1943","fig|562.59222.peg.4686",,,,,"QnrB10","Pentapeptide repeat protein QnrB family => Quinolone resistance protein QnrB10","Pentapeptide repeat protein QnrB family => Quinolone resistance protein QnrB10","antibiotic target protection protein","Fluoroquinolones Quinolones Quinolines","ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;norfloxacin;sparfloxacin","17938184",,,,
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.100601","Escherichia coli 2881ab80-7bb9-11e9-a8d3-68b59976a384","fig|562.100601.peg.4636","AWG77_12445",,"975",,,"Pentapeptide repeat protein QnrB family => Quinolone resistance protein QnrB10","QnrB1","antibiotic target protection","fluoroquinolone","ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin",,100,100,100,"9.84351e-160"
"BLAT","Antibiotic Resistance","NDARO","562.73347","Escherichia coli strain BB1404","fig|562.73347.peg.5558","JFD_05389",,"WP_012579084.1","Enterobacterales","pipB2_2","Pentapeptide repeat protein QnrB family","MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrA1","",,,,100,100,100,"1e-130"
"AMRFinderPlus: ALLELEP","Antibiotic Resistance","NDARO","562.97023","Escherichia coli VRES1197","fig|562.97023.peg.4991",,,"WP_001516695.1",,,"Pentapeptide repeat protein QnrB family","quinolone resistance pentapeptide repeat protein QnrS1",,"quinolone","quinolone",,100,100,100,
"AMRFinderPlus: ALLELEP","Antibiotic Resistance","NDARO","562.45665","Escherichia coli strain EC_12","fig|562.45665.peg.3894","EXX14_21080",,"WP_001516695.1",,,"Pentapeptide repeat protein QnrB family","quinolone resistance pentapeptide repeat protein QnrS1",,"quinolone","quinolone",,100,100,100,
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.97116","Escherichia coli VRES1348","fig|562.97116.peg.4440",,,"381",,,"Pentapeptide repeat protein QnrB family","QnrS1","antibiotic target protection","fluoroquinolone","ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin",,100,100,100,"1.18559e-166"
"BLAT","Antibiotic Resistance","CARD","562.42702","Escherichia coli strain 279","fig|562.42702.peg.5056",,,"ABG56870.1","Klebsiella pneumoniae","QnrS1","Pentapeptide repeat protein QnrB family",,"antibiotic target protection protein,fluoroquinolone resistance gene",,,,100,100,100,"1e-129"
"BLAT","Antibiotic Resistance","CARD","562.97032","Escherichia coli VRES1201","fig|562.97032.peg.4996",,,"ABG56870.1","Klebsiella pneumoniae","QnrS1","Pentapeptide repeat protein QnrB family",,"antibiotic target protection protein,fluoroquinolone resistance gene",,,,100,100,100,"1e-129"
"AMRFinderPlus: ALLELEP","Antibiotic Resistance","NDARO","562.144911","Escherichia coli MGL_106","fig|562.144911.peg.4675",,,"WP_001516695.1",,,"Pentapeptide repeat protein QnrB family","quinolone resistance pentapeptide repeat protein QnrS1",,"quinolone","quinolone",,100,100,100,
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.57402","Escherichia coli strain W2_11_ERB1","fig|562.57402.peg.4430",,,"381",,,"Pentapeptide repeat protein QnrB family","QnrS1","antibiotic target protection","fluoroquinolone","ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin",,100,100,100,"1.18559e-166"
"BLAT","Antibiotic Resistance","CARD","562.19151","Escherichia coli strain 104","fig|562.19151.peg.1937","CDN93_10730",,"ABG56870.1","Klebsiella pneumoniae",,"Pentapeptide repeat protein QnrB family",,"antibiotic target protection protein,fluoroquinolone resistance gene",,,,100,100,100,"1e-129"
"BLASTP","Antibiotic Resistance","CARD","562.17721","Escherichia coli strain AR_0137","fig|562.17721.peg.5193","AM384_25880",,"AB187515.1.orf3.gene.p01","Shigella flexneri",,"Pentapeptide repeat protein QnrB family",,"ARO:1000001,ARO:3000419",,,"",100,100,100,"0"
"BLAT","Antibiotic Resistance","CARD","562.145012","Escherichia coli PT_EC0214","fig|562.145012.peg.5227",,,"ABG56870.1","Klebsiella pneumoniae","QnrS1","Pentapeptide repeat protein QnrB family",,"antibiotic target protection protein,fluoroquinolone resistance gene",,,,100,100,100,"1e-129"
"AMRFinderPlus: ALLELEP","Antibiotic Resistance","NDARO","562.97027","Escherichia coli VRES1203","fig|562.97027.peg.5008",,,"WP_001516695.1",,,"Pentapeptide repeat protein QnrB family","quinolone resistance pentapeptide repeat protein QnrS1",,"quinolone","quinolone",,100,100,100,
"BLAT","Antibiotic Resistance","NDARO","562.57448","Escherichia coli strain F1_7_ERG10B","fig|562.57448.peg.4683",,,"WP_001516695.1","Gammaproteobacteria",,"Pentapeptide repeat protein QnrB family","MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrS1","",,,,100,100,100,"1e-129"
"BLAT","Antibiotic Resistance","CARD","562.57468","Escherichia coli strain PB29","fig|562.57468.peg.4479",,,"ABG56870.1","Klebsiella pneumoniae","QnrS1","Pentapeptide repeat protein QnrB family",,"antibiotic target protection protein,fluoroquinolone resistance gene",,,,100,100,100,"1e-129"
"BLAT","Antibiotic Resistance","CARD","562.45675","Escherichia coli strain EC_07","fig|562.45675.peg.4306","EXX04_23595",,"ABG56870.1","Klebsiella pneumoniae","QnrS1","Pentapeptide repeat protein QnrB family",,"antibiotic target protection protein,fluoroquinolone resistance gene",,,,100,100,100,"1e-129"
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.144929","Escherichia coli MGL_1560","fig|562.144929.peg.5075",,,"381",,,"Pentapeptide repeat protein QnrB family","QnrS1","antibiotic target protection","fluoroquinolone","ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin",,100,100,100,"1.18559e-166"
"BLAT","Antibiotic Resistance","CARD","562.97215","Escherichia coli VREC1375","fig|562.97215.peg.4922",,,"ABG56870.1","Klebsiella pneumoniae","QnrS1","Pentapeptide repeat protein QnrB family",,"antibiotic target protection protein,fluoroquinolone resistance gene",,,,100,100,100,"1e-129"
"BLAT","Antibiotic Resistance","NDARO","562.45596","Escherichia coli strain EC_90","fig|562.45596.peg.5218","EXX84_24420",,"WP_001516695.1","Gammaproteobacteria",,"Pentapeptide repeat protein QnrB family","MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrS1","",,,,100,100,99,"1e-128"
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.57471","Escherichia coli strain W2_15_ERB4","fig|562.57471.peg.4749",,,"381",,,"Pentapeptide repeat protein QnrB family","QnrS1","antibiotic target protection","fluoroquinolone","ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin",,100,100,100,"1.18559e-166"
"BLAT","Antibiotic Resistance","CARD","562.42650","Escherichia coli strain 153","fig|562.42650.peg.5007",,,"ABG56870.1","Klebsiella pneumoniae","QnrS1","Pentapeptide repeat protein QnrB family",,"antibiotic target protection protein,fluoroquinolone resistance gene",,,,100,100,100,"1e-129"
"BLAT","Antibiotic Resistance","CARD","562.42692","Escherichia coli strain 248","fig|562.42692.peg.5411",,,"ABC17630.2","Escherichia coli","QnrB4","Pentapeptide repeat protein QnrB family => Quinolone resistance protein QnrB10",,"antibiotic target protection protein,fluoroquinolone resistance gene",,,,100,100,100,"1e-124"
"BLAT","Antibiotic Resistance","NDARO","562.42703","Escherichia coli strain 280","fig|562.42703.peg.4823",,,"WP_001516695.1","Gammaproteobacteria",,"Pentapeptide repeat protein QnrB family","MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrS1","",,,,100,100,100,"1e-129"
"K-mer Search","Antibiotic Resistance","PATRIC","562.12961","Escherichia coli strain F1-8-ERB4","fig|562.12961.peg.2356","SAMEA3531867_05018",,,,"pipB2","Pentapeptide repeat protein QnrB family",,"antibiotic target protection protein","fluoroquinolones quinolones quinolines","ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;norfloxacin;sparfloxacin","11943863",,,,
"BLAT","Antibiotic Resistance","NDARO","562.57404","Escherichia coli strain W1_7_ERG10","fig|562.57404.peg.4640",,,"WP_001516695.1","Gammaproteobacteria",,"Pentapeptide repeat protein QnrB family","MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrS1","",,,,100,100,100,"1e-129"
"BLAT","Antibiotic Resistance","CARD","562.97106","Escherichia coli VREC1234","fig|562.97106.peg.4437",,,"ABG56870.1","Klebsiella pneumoniae","QnrS1","Pentapeptide repeat protein QnrB family",,"antibiotic target protection protein,fluoroquinolone resistance gene",,,,100,100,100,"1e-129"
"BLAT","Antibiotic Resistance","CARD","562.57370","Escherichia coli strain PB198","fig|562.57370.peg.4876",,,"ABG56870.1","Klebsiella pneumoniae","QnrS1","Pentapeptide repeat protein QnrB family",,"antibiotic target protection protein,fluoroquinolone resistance gene",,,,100,100,100,"1e-129"
"AMRFinderPlus: ALLELEP","Antibiotic Resistance","NDARO","562.57400","Escherichia coli strain W2_10_ERB1","fig|562.57400.peg.3936",,,"WP_001516695.1",,,"Pentapeptide repeat protein QnrB family","quinolone resistance pentapeptide repeat protein QnrS1",,"quinolone","quinolone",,100,100,100,
"K-mer Search","Antibiotic Resistance","PATRIC","562.42691","Escherichia coli strain 245","fig|562.42691.peg.4835",,,,,"QnrB family","Pentapeptide repeat protein QnrB family","Pentapeptide repeat protein QnrB family","antibiotic target protection protein","Fluoroquinolones Quinolones Quinolines","ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;norfloxacin;sparfloxacin","11943863",,,,
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.57431","Escherichia coli strain W2_9_ERBR2","fig|562.57431.peg.5041",,,"381",,,"Pentapeptide repeat protein QnrB family","QnrS1","antibiotic target protection","fluoroquinolone","ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin",,100,100,100,"1.18559e-166"
"AMRFinderPlus: ALLELEP","Antibiotic Resistance","NDARO","562.58774","Escherichia coli strain ENV190","fig|562.58774.peg.4662",,,"WP_001516695.1",,,"Pentapeptide repeat protein QnrB family","quinolone resistance pentapeptide repeat protein QnrS1",,"quinolone","quinolone",,100,100,100,
"K-mer Search","Antibiotic Resistance","PATRIC","562.57470","Escherichia coli strain PB67","fig|562.57470.peg.4997",,,,,"QnrB10","Pentapeptide repeat protein QnrB family => Quinolone resistance protein QnrB10","Pentapeptide repeat protein QnrB family => Quinolone resistance protein QnrB10","antibiotic target protection protein","Fluoroquinolones Quinolones Quinolines","ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;norfloxacin;sparfloxacin","17938184",,,,
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.135560","Escherichia coli MGL_106","fig|562.135560.peg.4690","BFL18_27100",,"381",,,"Pentapeptide repeat protein QnrB family","QnrS1","antibiotic target protection","fluoroquinolone","ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin",,100,100,100,"1.18559e-166"
"BLAT","Antibiotic Resistance","CARD","562.73347","Escherichia coli strain BB1404","fig|562.73347.peg.5558","JFD_05389",,"ABI50486.1","Klebsiella pneumoniae","QnrA1","Pentapeptide repeat protein QnrB family",,"antibiotic target protection protein,fluoroquinolone resistance gene",,,,100,100,100,"1e-130"
"BLAT","Antibiotic Resistance","CARD","562.57443","Escherichia coli strain F1_8_ERG5","fig|562.57443.peg.5323",,,"ABG56870.1","Klebsiella pneumoniae","QnrS1","Pentapeptide repeat protein QnrB family",,"antibiotic target protection protein,fluoroquinolone resistance gene",,,,100,100,100,"1e-129"
"BLAT","Antibiotic Resistance","NDARO","562.57465","Escherichia coli strain PB412","fig|562.57465.peg.4901",,,"WP_001516695.1","Gammaproteobacteria",,"Pentapeptide repeat protein QnrB family","MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrS1","",,,,100,100,100,"1e-129"
"BLAT","Antibiotic Resistance","NDARO","562.57364","Escherichia coli strain PB320","fig|562.57364.peg.5453",,,"WP_001516695.1","Gammaproteobacteria",,"Pentapeptide repeat protein QnrB family","MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrS1","",,,,100,100,100,"1e-129"
"K-mer Search","Antibiotic Resistance","PATRIC","562.57465","Escherichia coli strain PB412","fig|562.57465.peg.4901",,,,,"QnrB family","Pentapeptide repeat protein QnrB family","Pentapeptide repeat protein QnrB family","antibiotic target protection protein","Fluoroquinolones Quinolones Quinolines","ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;norfloxacin;sparfloxacin","11943863",,,,
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.100232","Escherichia coli c4c735ce-7bb8-11e9-a8d3-68b59976a384","fig|562.100232.peg.4975","AWG33_11410",,"381",,,"Pentapeptide repeat protein QnrB family","QnrS1","antibiotic target protection","fluoroquinolone","ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin",,100,100,100,"1.18559e-166"
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.57404","Escherichia coli strain W1_7_ERG10","fig|562.57404.peg.4640",,,"381",,,"Pentapeptide repeat protein QnrB family","QnrS1","antibiotic target protection","fluoroquinolone","ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin",,100,100,100,"1.18559e-166"
"BLAT","Antibiotic Resistance","NDARO","562.57391","Escherichia coli strain W1_4_ERB5","fig|562.57391.peg.4464",,,"WP_001516695.1","Gammaproteobacteria",,"Pentapeptide repeat protein QnrB family","MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrS1","",,,,100,100,100,"1e-129"
"BLAT","Antibiotic Resistance","CARD","562.57430","Escherichia coli strain W2_6_ERB1","fig|562.57430.peg.4692",,,"ABG56870.1","Klebsiella pneumoniae","QnrS1","Pentapeptide repeat protein QnrB family",,"antibiotic target protection protein,fluoroquinolone resistance gene",,,,100,100,100,"1e-129"
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.100344","Escherichia coli 410e1a62-7bb9-11e9-a8d3-68b59976a384","fig|562.100344.peg.4769","AWG50_04145",,"1707",,,"Pentapeptide repeat protein QnrB family => Quinolone resistance protein QnrB10","QnrB4","antibiotic target protection","fluoroquinolone","ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin",,100,99,100,"4.70475e-160"
"K-mer Search","Antibiotic Resistance","PATRIC","562.97216","Escherichia coli VREC1376","fig|562.97216.peg.4810",,,,,"QnrB family","Pentapeptide repeat protein QnrB family","Pentapeptide repeat protein QnrB family","antibiotic target protection protein","Fluoroquinolones Quinolones Quinolines","ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;norfloxacin;sparfloxacin","11943863",,,,
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.57510","Escherichia coli strain PB63","fig|562.57510.peg.4669",,,"381",,,"Pentapeptide repeat protein QnrB family","QnrS1","antibiotic target protection","fluoroquinolone","ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin",,100,100,100,"1.18559e-166"
